Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|214092.21.peg.2460,Protein,"DinG family ATP-dependent helicase YoaA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2071,,RefSeq.9606.33.NC_000016.CDS.24729842.24823807.fwd,Protein,"trinucleotide repeat-containing gene 6A protein isoform X6",Primates,9606,9606.33,Homo sapiens,,TNRC6A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2844189,imex:IM-13779-4848",
fig|214092.21.peg.2650,Protein,"Ribulokinase (EC 2.7.1.16)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2254,araB,RefSeq.9606.33.NC_000011.CDS.33286415.33353568.fwd,Protein,"homeodomain-interacting protein kinase 3 isoform 2",Primates,9606,9606.33,Homo sapiens,,HIPK3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847387,imex:IM-13779-5150",
fig|214092.21.peg.4425,Protein,"Dihydroxy-acid dehydratase (EC 4.2.1.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3897,ilvD,RefSeq.9606.33.NC_000009.CDS.89362402.89405456.rev,Protein,"semaphorin-4D isoform X2",Primates,9606,9606.33,Homo sapiens,,SEMA4D,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855124,imex:IM-13779-5980",
fig|214092.21.peg.1865,Protein,"Siderophore [Alcaligin-like] decarboxylase (EC 4.1.1.-) @ Siderophore biosynthesis L-2,4-diaminobutyrate decarboxylase",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1529,,RefSeq.9606.33.NC_000002.CDS.32165901.32220713.fwd,Protein,"zinc transporter 6 isoform 4",Primates,9606,9606.33,Homo sapiens,,SLC30A6,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2849002,imex:IM-13779-5314",
fig|214092.21.peg.384,Protein,"Phosphoglycolate phosphatase (EC 3.1.3.18)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0156,gph,RefSeq.9606.33.NC_000002.CDS.20251585.20327360.rev,Protein,"pumilio homolog 2 isoform X2",Primates,9606,9606.33,Homo sapiens,,PUM2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860212,imex:IM-13779-6494",
fig|214092.21.peg.2640,Protein,"Electron transport complex protein RnfB",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2245,,RefSeq.9606.33.NC_000011.CDS.237050.252600.fwd,Protein,"26S proteasome non-ATPase regulatory subunit 13 isoform 2",Primates,9606,9606.33,Homo sapiens,,PSMD13,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860438,imex:IM-13779-6520",
fig|214092.21.peg.4496,Protein,"Two-component system sensor protein Z5692",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3965,,RefSeq.9606.33.NC_000016.CDS.189198.229339.rev,Protein,"putative RNA-binding protein Luc7-like 1 isoform b",Primates,9606,9606.33,Homo sapiens,,LUC7L,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865130,imex:IM-13779-7067",
fig|214092.21.peg.1788,Protein,"Putative short-chain dehydrogenase",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1460,,RefSeq.9606.33.NC_000011.CDS.62728134.62738382.fwd,Protein,"tetratricopeptide repeat protein 9C isoform X2",Primates,9606,9606.33,Homo sapiens,,TTC9C,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2851210,imex:IM-13779-5538",
fig|214092.21.peg.1228,Protein,"Glutaminase (EC 3.5.1.2)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0949,,RefSeq.9606.33.NC_000010.CDS.79201633.79312749.fwd,Protein,"zinc finger MIZ domain-containing protein 1",Primates,9606,9606.33,Homo sapiens,,ZMIZ1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2849442,imex:IM-13779-5353",
fig|214092.21.peg.4467,Protein,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3941,glgX,RefSeq.9606.33.NC_000017.CDS.81868365.81869930.rev,Protein,"rho GDP-dissociation inhibitor 1 isoform d",Primates,9606,9606.33,Homo sapiens,,ARHGDIA,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2859345,imex:IM-13779-6411",
fig|214092.21.peg.302,Protein,"Ferrous-iron efflux pump FieF",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0077,fieF,RefSeq.9606.33.NC_000002.CDS.38070722.38075388.rev,Protein,"cytochrome P450 1B1",Primates,9606,9606.33,Homo sapiens,,CYP1B1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2872623,imex:IM-13779-7943",
fig|214092.21.peg.4333,Protein,"Cell division protein FtsX",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3812,ftsX,RefSeq.9606.33.NC_000002.CDS.37645823.37646587.rev,Protein,"cdc42 effector protein 3 isoform X1",Primates,9606,9606.33,Homo sapiens,,CDC42EP3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2848485,imex:IM-13779-5269",
fig|214092.21.peg.3975,Protein,"Efflux transport system, outer membrane factor (OMF) lipoprotein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3481,ibeB,RefSeq.9606.33.NC_000005.CDS.157787646.157858970.rev,Protein,"clathrin interactor 1 isoform 1",Primates,9606,9606.33,Homo sapiens,,CLINT1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847836,imex:IM-13779-5193",
fig|214092.21.peg.1676,Protein,"Pyruvate dehydrogenase (quinone) (EC 1.2.5.1)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1358,poxB,RefSeq.9606.33.NC_000006.CDS.31639131.31651763.rev,Protein,"large proline-rich protein BAG6 isoform a",Primates,9606,9606.33,Homo sapiens,,BAG6,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2841930,imex:IM-13779-4639",
fig|214092.21.peg.140,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.23c,,RefSeq.9606.33.NC_000019.CDS.3053819.3062927.rev,Protein,"amino-terminal enhancer of split isoform a",Primates,9606,9606.33,Homo sapiens,,AES,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2848750,imex:IM-13779-5291",
fig|214092.21.peg.3956,Protein,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (EC 2.7.8.37)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3462,phnL,RefSeq.9606.33.NC_000008.CDS.18535743.19084958.rev,Protein,"PH and SEC7 domain-containing protein 3 isoform X1",Primates,9606,9606.33,Homo sapiens,,PSD3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2842629,imex:IM-13779-4698",
fig|214092.21.peg.1184,Protein,"Xaa-Pro aminopeptidase (EC 3.4.11.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0910,pepP,RefSeq.9606.33.NC_000002.CDS.113890280.113957455.fwd,Protein,"actin-related protein 3 isoform 1",Primates,9606,9606.33,Homo sapiens,,ACTR3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2875736,imex:IM-13779-8311",
fig|214092.21.peg.3762,Protein,"tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3293,trmD,RefSeq.9606.33.NC_000001.CDS.151282070.151291209.fwd,Protein,"zinc finger protein 687 isoform X2",Primates,9606,9606.33,Homo sapiens,,ZNF687,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2849162,imex:IM-13779-5329",
fig|214092.21.peg.268,Protein,"Orotate phosphoribosyltransferase (EC 2.4.2.10)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0045,pyrE,RefSeq.9606.33.NC_000006.CDS.31639131.31651763.rev,Protein,"large proline-rich protein BAG6 isoform a",Primates,9606,9606.33,Homo sapiens,,BAG6,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2843616,imex:IM-13779-4786",
fig|214092.21.peg.1871,Protein,"Iron-siderophore [Alcaligin-like] transport system, transmembran component @ Iron-siderophore transport system, transmembran component",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1535,,RefSeq.9606.33.NC_000006.CDS.43184311.43224445.fwd,Protein,"cullin-9 isoform X3",Primates,9606,9606.33,Homo sapiens,,CUL9,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2859487,imex:IM-13779-6425",
fig|214092.21.peg.2202,Protein,"Flagellar cap protein FliD",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1841,fliD,RefSeq.9606.33.NC_000003.CDS.108162477.108222322.rev,Protein,"intraflagellar transport protein 57 homolog",Primates,9606,9606.33,Homo sapiens,,IFT57,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2857207,imex:IM-13779-6186",
fig|214092.21.peg.369,Protein,"GMP/IMP nucleotidase YrfG",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0141,,RefSeq.9606.33.NC_000015.CDS.72199650.72230987.rev,Protein,"pyruvate kinase PKM isoform c",Primates,9606,9606.33,Homo sapiens,,PKM,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865836,imex:IM-13779-7143",
fig|214092.21.peg.4663,Protein,"N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO4119,glmU,RefSeq.9606.33.NC_000011.CDS.66639712.66665965.fwd,Protein,"RNA-binding protein 4 isoform 3",Primates,9606,9606.33,Homo sapiens,,RBM4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856463,imex:IM-13779-6111",
fig|214092.21.peg.3805,Protein,"Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease component 1",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3332,,RefSeq.9606.33.NC_000019.CDS.40593166.40629550.fwd,Protein,"latent-transforming growth factor beta-binding protein 4 isoform b",Primates,9606,9606.33,Homo sapiens,,LTBP4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865144,imex:IM-13779-7066",
fig|214092.21.peg.470,Protein,"Peptide deformylase (EC 3.5.1.88)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0242,def,RefSeq.9606.33.NC_000011.CDS.94963385.94972185.rev,Protein,"spliceosome-associated protein CWC15 homolog isoform X1",Primates,9606,9606.33,Homo sapiens,,CWC15,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2872015,imex:IM-13779-7872",
fig|214092.21.peg.3777,Protein,"RecA protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3307,recA,RefSeq.9606.33.NC_000023.CDS.70424985.70433086.fwd,Protein,"glycerophosphoinositol inositolphosphodiesterase GDPD2 isoform 2",Primates,9606,9606.33,Homo sapiens,,GDPD2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847605,imex:IM-13779-5175",
fig|214092.21.peg.3962,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3468,,RefSeq.9606.33.NC_000019.CDS.34995332.35026141.fwd,Protein,"GRAM domain-containing protein 1A isoform X5",Primates,9606,9606.33,Homo sapiens,,GRAMD1A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2868631,imex:IM-13779-7481",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000012.CDS.71610428.71663610.rev,Protein,"zinc finger C3H1 domain-containing protein",Primates,9606,9606.33,Homo sapiens,,ZFC3H1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874124,imex:IM-13779-8121",
fig|214092.21.peg.4004,Protein,"Uncharacterized inner membrane transporter YhbE",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3510,,RefSeq.9606.33.NC_000007.CDS.77840256.77954878.fwd,Protein,"putative homeodomain transcription factor 2 isoform 2",Primates,9606,9606.33,Homo sapiens,,PHTF2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2861370,imex:IM-13779-6625",
fig|214092.21.peg.1187,Protein,"5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0913,,RefSeq.9606.33.NC_000014.CDS.55137374.55145394.fwd,Protein,"galectin-3 isoform 2",Primates,9606,9606.33,Homo sapiens,,LGALS3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865483,imex:IM-13779-7103",
fig|214092.21.peg.4609,Protein,"PTS system, mannitol-specific IIC component / PTS system, mannitol-specific IIB component (EC 2.7.1.69) / PTS system, mannitol-specific IIA component",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO4068,mtlA,RefSeq.9606.33.NC_000009.CDS.35737169.35748704.rev,Protein,"non-lysosomal glucosylceramidase isoform X1",Primates,9606,9606.33,Homo sapiens,,GBA2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2869245,imex:IM-13779-7555",
fig|214092.21.peg.3292,Protein,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2848,yegN,RefSeq.9606.33.NC_000020.CDS.10639498.10673530.rev,Protein,"protein jagged-1 precursor",Primates,9606,9606.33,Homo sapiens,,JAG1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2866373,imex:IM-13779-7206",
fig|214092.21.peg.1225,Protein,"Putative virulence determinant",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0947,,RefSeq.9606.33.NC_000012.CDS.56128320.56143862.fwd,Protein,"extended synaptotagmin-1 isoform 2",Primates,9606,9606.33,Homo sapiens,,ESYT1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2870481,imex:IM-13779-7698",
fig|214092.21.peg.3200,Protein,"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2756,mnmC,RefSeq.9606.33.NC_000010.CDS.74123810.74138379.rev,Protein,"AP-3 complex subunit mu-1 isoform X1",Primates,9606,9606.33,Homo sapiens,,AP3M1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2875948,imex:IM-13779-8339",
fig|214092.21.peg.3419,Protein,"Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2966,dmsB,RefSeq.9606.33.NC_000016.CDS.88678448.88686406.rev,Protein,"zinc finger protein SNAI3",Primates,9606,9606.33,Homo sapiens,,SNAI3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2845437,imex:IM-13779-4966",
fig|214092.21.peg.3248,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2804,,RefSeq.9606.33.NC_000010.CDS.119168480.119178790.rev,Protein,"thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor",Primates,9606,9606.33,Homo sapiens,,PRDX3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860702,imex:IM-13779-6545",
fig|214092.21.peg.3117,Protein,"N,N'-diacetylchitobiose utilization operon protein YdjC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2682,,RefSeq.9606.33.NC_000011.CDS.65855336.65858099.rev,Protein,"cofilin-1",Primates,9606,9606.33,Homo sapiens,,CFL1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2848266,imex:IM-13779-5243",
fig|214092.21.peg.4247,Protein,"Phosphoribosylamine--glycine ligase (EC 6.3.4.13)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3729,purD,RefSeq.9606.33.NC_000006.CDS.12015629.12164461.fwd,Protein,"zinc finger protein 40 isoform X1",Primates,9606,9606.33,Homo sapiens,,HIVEP1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2842021,imex:IM-13779-4645",
fig|214092.21.peg.3629,Protein,"tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3173,thiI,RefSeq.9606.33.NC_000008.CDS.100704298.100721583.rev,Protein,"polyadenylate-binding protein 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,PABPC1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2861997,imex:IM-13779-6701",
fig|214092.21.peg.2115,Protein,"PTS system, mannose-specific IIA component / PTS system, mannose-specific IIB component (EC 2.7.1.69)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1758,gptB,RefSeq.9606.33.NC_000007.CDS.143381245.143390682.fwd,Protein,"zyxin isoform X2",Primates,9606,9606.33,Homo sapiens,,ZYX,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2841964,imex:IM-13779-4641",
fig|214092.21.peg.783,Protein,"3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0530,leuD,RefSeq.9606.33.NC_000001.CDS.144423013.144440003.rev,Protein,"neuroblastoma breakpoint family member 15 isoform X1",Primates,9606,9606.33,Homo sapiens,,NBPF15,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863575,imex:IM-13779-6885",
fig|214092.21.peg.369,Protein,"GMP/IMP nucleotidase YrfG",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0141,,RefSeq.9606.33.NC_000005.CDS.42800720.42810767.rev,Protein,"selenoprotein P isoform 2",Primates,9606,9606.33,Homo sapiens,,SEPP1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855080,imex:IM-13779-5974",
fig|214092.21.peg.3947,Protein,"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3454,nrdD,RefSeq.9606.33.NC_000006.CDS.98874278.98926988.rev,Protein,"F-box/LRR-repeat protein 4",Primates,9606,9606.33,Homo sapiens,,FBXL4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2869910,imex:IM-13779-7631",
fig|214092.21.peg.1815,Protein,"Protein ImpG/VasA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1485,,RefSeq.9606.33.NC_000016.CDS.46660472.46689133.rev,Protein,"vacuolar protein sorting-associated protein 35",Primates,9606,9606.33,Homo sapiens,,VPS35,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2850539,imex:IM-13779-5469",
